id,catégorie,sous_catégorie,marque,modèle,processeur,carte_graphique,mémoire_ram_go,stockage_go,type_stockage,écran_pouces,prix_cad,note_clients_sur_5,poids_kg,stock_disponible,couleur,système,réseau,ports_usb,année_modèle,description,pays,devise,date_génération
1240,Ordinateur de bureau,Haut de gamme,ASUS,TUF Gaming 602-D39-Max,AMD Ryzen 7 7800X3D,AMD Radeon RX 7900 XT,16,512,SSD NVMe,0,2311.62,4.4,9.91,32,blanc,Windows 11 Famille,Wi‑Fi 6E,10,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1241,Ordinateur de bureau,Extrême,Razer,Blade 18 586-E63-SE,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4070,64,4000,HDD,0,3264.31,4.3,9.54,29,argent,Windows 11 Pro,Wi‑Fi 6,6,2025,PC de jeu puissant avec processeur AMD Ryzen 9 7950X3D et NVIDIA GeForce RTX 4070; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1242,Portable de gaming,Milieu de gamme,Alienware,x16 292-A75-Pro,AMD Ryzen 7 7800X3D,AMD Radeon RX 7700 XT,24,512,SSD NVMe,15.6,1494.28,3.9,2.24,41,bleu,Windows 11 Famille,Wi‑Fi 6,4,2024,PC de jeu puissant avec processeur AMD Ryzen 7 7800X3D et AMD Radeon RX 7700 XT; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1243,Portable de gaming,Extrême,Dell,XPS Gaming 378-C82-Max,Intel Core i9-13900KF,NVIDIA GeForce RTX 4090,8,256,SSD NVMe,16,3443.44,5,2.38,23,blanc,Windows 11 Pro,Wi‑Fi 6E,6,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1244,Portable de gaming,Milieu de gamme,Alienware,x16 404-E67-Max,Intel Core i9-13900KF,NVIDIA GeForce RTX 4060,32,512,SSD NVMe,16,1539.99,3.7,2.1,4,gris,Windows 11 Famille,Wi‑Fi 6E,2,2023,PC de jeu puissant avec processeur Intel Core i9-13900KF et NVIDIA GeForce RTX 4060; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1245,Ordinateur de bureau,Haut de gamme,Alienware,m16 422-B70-Pro,AMD Ryzen 7 7800X3D,AMD Radeon RX 7700 XT,32,1000,SSD NVMe,0,1955.9,4.6,14.64,0,blanc,Windows 11 Pro,Wi‑Fi 6,8,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1246,Ordinateur de bureau,Haut de gamme,Dell,G15 812-D38-SE,Intel Core i5-13400F,AMD Radeon RX 7700 XT,24,4000,SSD NVMe,0,2108.99,4.5,6.91,22,gris,Windows 11 Pro,Wi‑Fi 6,10,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1247,Ordinateur de bureau,Extrême,Acer,Nitro 790-B64-Max,Intel Core i5-13400F,AMD Radeon RX 7900 XT,24,4000,SSD NVMe,0,3025.22,4.3,12.19,26,bleu,Windows 11 Pro,Wi‑Fi 6E,11,2024,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i5-13400F, 24 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1248,Portable de gaming,Milieu de gamme,Alienware,Aurora R16 353-C52-Max,Intel Core i9-13900KF,AMD Radeon RX 7700 XT,16,1000,SSD SATA,15.6,1575.33,3.4,2.58,35,bleu,Windows 11 Pro,Wi‑Fi 6,7,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1249,Portable de gaming,Haut de gamme,Lenovo,LOQ 953-C45-X,Intel Core i9-13900KF,NVIDIA GeForce RTX 4070,48,1000,SSD SATA,16,2241.06,4.1,2.45,24,argent,Windows 11 Famille,Wi‑Fi 6,5,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1250,Portable de gaming,Haut de gamme,Dell,Inspiron Gaming 231-E71-Max,Intel Core i7-13700F,AMD Radeon RX 7600,64,4000,SSD NVMe,17.3,2638.29,4.8,2.78,12,noir,Windows 11 Pro,Wi‑Fi 6,8,2023,PC de jeu puissant avec processeur Intel Core i7-13700F et AMD Radeon RX 7600; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1251,Ordinateur de bureau,Haut de gamme,MSI,Codex 232-A98-Max,AMD Ryzen 5 7600,AMD Radeon RX 7900 XT,8,2000,SSD NVMe,0,2489.53,3.5,9.23,20,argent,Windows 11 Pro,Wi‑Fi 6E,7,2025,"Système équilibré pour AAA récents; AMD Radeon RX 7900 XT, stockage 2000 Go SSD NVMe, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
1252,Portable de gaming,Entrée de gamme,Dell,XPS Gaming 919-E26-Max,Intel Core i7-13700F,NVIDIA GeForce RTX 4060,16,256,SSD NVMe,16,1213.1,4.9,2.79,32,blanc,Windows 11 Pro,Wi‑Fi 6,3,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1253,Portable de gaming,Entrée de gamme,Lenovo,LOQ 942-A28,Intel Core i9-13900KF,NVIDIA GeForce RTX 4060,16,256,SSD NVMe,16,1160.6,5,2.21,36,gris,Windows 11 Pro,Wi‑Fi 7,4,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1254,Portable de gaming,Haut de gamme,Alienware,m16 696-C90-Pro,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4060,48,2000,HDD,15.6,2194.81,4.4,2.5,17,noir,Windows 11 Famille,Wi‑Fi 6E,4,2025,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 5 7600, 48 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1255,Ordinateur de bureau,Milieu de gamme,Razer,Blade 16 365-C60-X,Intel Core i5-13400F,NVIDIA GeForce RTX 4060,16,4000,SSD NVMe,0,1758.01,4.5,4.19,30,gris,Windows 11 Famille,Wi‑Fi 6,12,2023,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4060, stockage 4000 Go SSD NVMe, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
1256,Ordinateur de bureau,Haut de gamme,Acer,Predator Orion 134-B34-X,Intel Core i9-13900KF,NVIDIA GeForce RTX 4070,24,2000,SSD NVMe,0,2031.45,4.3,10.33,1,argent,Windows 11 Pro,Wi‑Fi 7,7,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1257,Ordinateur de bureau,Extrême,Alienware,Aurora R16 900-E13-Max,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4080,64,512,SSD NVMe,0,3547.13,3.9,17.33,18,argent,Windows 11 Famille,Wi‑Fi 7,6,2023,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4080, stockage 512 Go SSD NVMe, connectivité Wi‑Fi 7.",Canada,CAD,2025-10-06
1258,Portable de gaming,Milieu de gamme,Gigabyte,G5 576-C34,Intel Core i9-13900KF,NVIDIA GeForce RTX 4070,24,256,SSD NVMe,17.3,1824.24,3.8,3.02,43,noir,Windows 11 Pro,Wi‑Fi 6,5,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1259,Portable de gaming,Haut de gamme,HP,Victus 446-B67-Max,AMD Ryzen 9 7950X3D,AMD Radeon RX 7900 XT,16,512,SSD NVMe,17.3,2347.65,4.8,2.79,60,noir,Windows 11 Famille,Wi‑Fi 6,5,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7900 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
1260,Portable de gaming,Entrée de gamme,Dell,XPS Gaming 210-B36-SE,Intel Core i7-13700F,NVIDIA GeForce RTX 4060,16,512,SSD NVMe,16,1223.22,5,3.37,30,noir/rouge,Windows 11 Famille,Wi‑Fi 6E,4,2024,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i7-13700F, 16 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1261,Portable de gaming,Haut de gamme,MSI,Aegis 245-D88-Max,Intel Core i9-13900KF,NVIDIA GeForce RTX 4070,64,256,SSD NVMe,17.3,2528.89,4.3,2.7,12,noir,Windows 11 Famille,Wi‑Fi 6,2,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1262,Ordinateur de bureau,Haut de gamme,Razer,Blade 16 274-B13-Max,AMD Ryzen 9 7950X3D,AMD Radeon RX 7900 XT,16,256,SSD NVMe,0,2252.2,3.4,12.98,24,bleu,Windows 11 Famille,Wi‑Fi 7,10,2023,PC de jeu puissant avec processeur AMD Ryzen 9 7950X3D et AMD Radeon RX 7900 XT; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1263,Ordinateur de bureau,Milieu de gamme,Gigabyte,AERO 267-B47-X,Intel Core i9-13900KF,NVIDIA GeForce RTX 4060,32,2000,HDD,0,1825.46,4.8,13.87,30,noir/rouge,Windows 11 Pro,Wi‑Fi 6,8,2024,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4060, stockage 2000 Go HDD, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
1264,Portable de gaming,Haut de gamme,Dell,XPS Gaming 208-E86-Max,Intel Core i7-13700F,NVIDIA GeForce RTX 4080,8,2000,SSD NVMe,17.3,2538.36,3.8,2.64,8,argent,Windows 11 Pro,Wi‑Fi 7,4,2024,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4080; parfait pour l'esport.,Canada,CAD,2025-10-06
1265,Portable de gaming,Extrême,Dell,Inspiron Gaming 284-B50,AMD Ryzen 7 7800X3D,AMD Radeon RX 7900 XT,64,1000,SSD NVMe,17.3,3220.59,4.3,2.78,18,bleu,Windows 11 Pro,Wi‑Fi 7,5,2025,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7900 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
1266,Portable de gaming,Haut de gamme,Lenovo,Legion 742-B67-X,Intel Core i5-13400F,AMD Radeon RX 7900 XT,16,256,SSD NVMe,15.6,2305.95,4.2,2.38,4,bleu,Windows 11 Famille,Wi‑Fi 6E,6,2025,PC de jeu puissant avec processeur Intel Core i5-13400F et AMD Radeon RX 7900 XT; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1267,Portable de gaming,Entrée de gamme,Lenovo,LOQ 804-E63-Pro,AMD Ryzen 9 7950X3D,AMD Radeon RX 7600,8,256,SSD NVMe,15.6,1019.76,4.4,2.8,49,gris,Windows 11 Pro,Wi‑Fi 7,4,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7600; parfait pour l'esport.,Canada,CAD,2025-10-06
1268,Ordinateur de bureau,Haut de gamme,Acer,Nitro 701-E89,Intel Core i9-13900KF,NVIDIA GeForce RTX 4070,48,1000,SSD SATA,0,2539.11,3.8,10.44,21,blanc,Windows 11 Famille,Wi‑Fi 6,9,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4070; parfait pour l'esport.,Canada,CAD,2025-10-06
1269,Ordinateur de bureau,Milieu de gamme,Acer,Nitro 866-C41-Max,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4070,16,256,SSD NVMe,0,1650.68,4.5,12.33,26,noir,Windows 11 Famille,Wi‑Fi 6E,5,2023,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4070, stockage 256 Go SSD NVMe, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
1270,Portable de gaming,Haut de gamme,Dell,Inspiron Gaming 705-D34-Pro,AMD Ryzen 9 7950X3D,AMD Radeon RX 7700 XT,8,4000,SSD SATA,15.6,1906.84,4.6,2.52,47,gris,Windows 11 Pro,Wi‑Fi 6E,6,2023,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 9 7950X3D, 8 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1271,Portable de gaming,Extrême,Razer,Blade 18 620-E84-Max,Intel Core i5-13400F,NVIDIA GeForce RTX 4080,32,256,SSD SATA,15.6,2899.14,4.4,2.1,8,bleu,Windows 11 Pro,Wi‑Fi 7,5,2024,PC de jeu puissant avec processeur Intel Core i5-13400F et NVIDIA GeForce RTX 4080; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1272,Portable de gaming,Extrême,Dell,G15 608-C89-Max,Intel Core i7-13700F,NVIDIA GeForce RTX 4090,32,512,SSD NVMe,17.3,3910.74,4.4,2.88,32,argent,Windows 11 Pro,Wi‑Fi 6E,7,2023,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4090, stockage 512 Go SSD NVMe, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
1273,Portable de gaming,Milieu de gamme,Gigabyte,G5 913-B30-Pro,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4070,8,2000,SSD NVMe,16,1665.79,3.5,2.53,14,argent,Windows 11 Famille,Wi‑Fi 7,4,2023,PC de jeu puissant avec processeur AMD Ryzen 7 7800X3D et NVIDIA GeForce RTX 4070; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1274,Ordinateur de bureau,Haut de gamme,Dell,Inspiron Gaming 254-E46-X,Intel Core i9-13900KF,AMD Radeon RX 7900 XT,32,512,SSD NVMe,0,2677.07,4.3,6.32,19,noir/rouge,Windows 11 Pro,Wi‑Fi 7,11,2025,"Système équilibré pour AAA récents; AMD Radeon RX 7900 XT, stockage 512 Go SSD NVMe, connectivité Wi‑Fi 7.",Canada,CAD,2025-10-06
1275,Ordinateur de bureau,Milieu de gamme,Lenovo,Legion 574-B92-X,AMD Ryzen 7 7800X3D,AMD Radeon RX 7700 XT,24,512,SSD NVMe,0,1668.82,4,13.17,26,noir/rouge,Windows 11 Pro,Wi‑Fi 6E,6,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1276,Portable de gaming,Haut de gamme,MSI,Codex 199-B36-Pro,Intel Core i7-13700F,AMD Radeon RX 7700 XT,48,256,SSD NVMe,17.3,2045.85,4.5,2.91,26,noir/rouge,Windows 11 Famille,Wi‑Fi 6,5,2023,PC de jeu puissant avec processeur Intel Core i7-13700F et AMD Radeon RX 7700 XT; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1277,Ordinateur de bureau,Haut de gamme,Acer,Predator Helios 948-B19,Intel Core i9-13900KF,AMD Radeon RX 7600,64,256,SSD SATA,0,2166.72,3.9,11.7,25,bleu,Windows 11 Pro,Wi‑Fi 6E,8,2025,"Système équilibré pour AAA récents; AMD Radeon RX 7600, stockage 256 Go SSD SATA, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
1278,Portable de gaming,Milieu de gamme,Alienware,x16 206-E24,Intel Core i9-13900KF,AMD Radeon RX 7600,48,256,SSD NVMe,16,1794.37,4.2,2.07,63,noir,Windows 11 Famille,Wi‑Fi 6E,5,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1279,Ordinateur de bureau,Milieu de gamme,Razer,Blade 16 753-E71-Max,Intel Core i9-13900KF,AMD Radeon RX 7600,24,2000,SSD NVMe,0,1570.6,4.3,10.38,32,noir/rouge,Windows 11 Pro,Wi‑Fi 6E,5,2025,PC de jeu puissant avec processeur Intel Core i9-13900KF et AMD Radeon RX 7600; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1280,Ordinateur de bureau,Extrême,Alienware,Aurora R16 322-C94-X,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4070,64,2000,SSD SATA,0,2847.49,3.6,15.52,37,argent,Windows 11 Famille,Wi‑Fi 6,7,2024,PC de jeu puissant avec processeur AMD Ryzen 7 7800X3D et NVIDIA GeForce RTX 4070; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1281,Ordinateur de bureau,Extrême,MSI,Raider 726-C78-X,Intel Core i5-13400F,NVIDIA GeForce RTX 4080,64,2000,HDD,0,3913.53,4.3,6.36,23,noir,Windows 11 Famille,Wi‑Fi 6E,7,2025,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4080, stockage 2000 Go HDD, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
1282,Ordinateur de bureau,Entrée de gamme,Acer,Nitro 724-E88-SE,AMD Ryzen 9 7950X3D,AMD Radeon RX 7600,8,512,SSD NVMe,0,1008.81,4.3,12.57,24,noir,Windows 11 Famille,Wi‑Fi 6,7,2024,"Système équilibré pour AAA récents; AMD Radeon RX 7600, stockage 512 Go SSD NVMe, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
1283,Ordinateur de bureau,Haut de gamme,Alienware,m16 823-A17-X,Intel Core i7-13700F,AMD Radeon RX 7700 XT,16,4000,SSD NVMe,0,2069.59,4.6,10.95,37,noir,Windows 11 Famille,Wi‑Fi 6,8,2024,PC de jeu puissant avec processeur Intel Core i7-13700F et AMD Radeon RX 7700 XT; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1284,Portable de gaming,Extrême,Dell,G15 350-E40-Pro,Intel Core i5-13400F,NVIDIA GeForce RTX 4080,48,512,HDD,17.3,3102.46,3.6,2.66,25,noir,Windows 11 Famille,Wi‑Fi 6E,5,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1285,Portable de gaming,Extrême,Alienware,m16 874-D41-Max,Intel Core i7-13700F,AMD Radeon RX 7900 XT,48,512,SSD SATA,17.3,2901.12,4.1,2.69,15,noir/rouge,Windows 11 Pro,Wi‑Fi 6,5,2023,"Système équilibré pour AAA récents; AMD Radeon RX 7900 XT, stockage 512 Go SSD SATA, connectivité Wi‑Fi 6.",Canada,CAD,2025-10-06
1286,Ordinateur de bureau,Milieu de gamme,Alienware,Aurora R16 617-C91,AMD Ryzen 9 7950X3D,AMD Radeon RX 7600,32,512,SSD NVMe,0,1467.57,4.9,8.78,18,bleu,Windows 11 Pro,Wi‑Fi 6E,9,2023,PC de jeu puissant avec processeur AMD Ryzen 9 7950X3D et AMD Radeon RX 7600; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1287,Ordinateur de bureau,Haut de gamme,ASUS,TUF Gaming 779-E30-X,Intel Core i7-13700F,AMD Radeon RX 7700 XT,48,512,SSD NVMe,0,2185.63,4.3,13.22,21,gris,Windows 11 Famille,Wi‑Fi 6,8,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1288,Portable de gaming,Extrême,ASUS,ROG G15 825-A61-Pro,AMD Ryzen 5 7600,NVIDIA GeForce RTX 4090,32,256,SSD NVMe,16,3875.59,5,2.8,12,bleu,Windows 11 Pro,Wi‑Fi 6,5,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1289,Ordinateur de bureau,Extrême,Razer,Blade 15 353-A89-Pro,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4090,32,256,SSD NVMe,0,3918.81,4,12.05,24,gris,Windows 11 Famille,Wi‑Fi 7,7,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1290,Portable de gaming,Haut de gamme,Razer,Blade 18 654-C54-X,Intel Core i7-13700F,AMD Radeon RX 7700 XT,64,256,HDD,17.3,2279.5,4.3,2.55,8,blanc,Windows 11 Pro,Wi‑Fi 6E,8,2025,"Système équilibré pour AAA récents; AMD Radeon RX 7700 XT, stockage 256 Go HDD, connectivité Wi‑Fi 6E.",Canada,CAD,2025-10-06
1291,Portable de gaming,Extrême,Razer,Blade 16 726-C83-X,Intel Core i7-13700F,NVIDIA GeForce RTX 4080,32,512,SSD NVMe,17.3,2877.46,4.4,2.61,25,gris,Windows 11 Famille,Wi‑Fi 6E,2,2023,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1292,Portable de gaming,Milieu de gamme,HP,Pavilion Gaming 743-A66-Max,Intel Core i7-13700F,AMD Radeon RX 7600,48,256,SSD NVMe,17.3,1732.52,4.1,2.82,22,blanc,Windows 11 Pro,Wi‑Fi 7,6,2024,PC de jeu puissant avec processeur Intel Core i7-13700F et AMD Radeon RX 7600; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1293,Portable de gaming,Extrême,Gigabyte,AERO 505-D12-SE,AMD Ryzen 7 7800X3D,AMD Radeon RX 7900 XT,48,2000,SSD NVMe,17.3,3099.26,4.6,2.19,5,noir/rouge,Windows 11 Pro,Wi‑Fi 7,3,2025,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 7 7800X3D, 48 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1294,Portable de gaming,Milieu de gamme,Alienware,x16 621-B87,Intel Core i9-13900KF,NVIDIA GeForce RTX 4060,32,2000,SSD NVMe,16,1783.97,4.7,2.33,52,argent,Windows 11 Pro,Wi‑Fi 6E,3,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1295,Portable de gaming,Haut de gamme,Razer,Blade 18 489-C84,Intel Core i9-13900KF,NVIDIA GeForce RTX 4080,24,256,SSD SATA,15.6,2694.75,4.3,1.98,25,noir,Windows 11 Pro,Wi‑Fi 6E,2,2023,PC de jeu puissant avec processeur Intel Core i9-13900KF et NVIDIA GeForce RTX 4080; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1296,Ordinateur de bureau,Milieu de gamme,MSI,Vector 242-D15-Max,Intel Core i9-13900KF,AMD Radeon RX 7600,48,256,SSD NVMe,0,1848.08,4.3,11.16,30,bleu,Windows 11 Pro,Wi‑Fi 6E,7,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1297,Portable de gaming,Haut de gamme,ASUS,TUF Gaming 669-E83,AMD Ryzen 9 7950X3D,AMD Radeon RX 7900 XT,8,1000,SSD NVMe,17.3,2220.53,4.2,2.92,28,bleu,Windows 11 Famille,Wi‑Fi 7,2,2025,"Système équilibré pour AAA récents; AMD Radeon RX 7900 XT, stockage 1000 Go SSD NVMe, connectivité Wi‑Fi 7.",Canada,CAD,2025-10-06
1298,Portable de gaming,Milieu de gamme,HP,Pavilion Gaming 666-C63,Intel Core i7-13700F,NVIDIA GeForce RTX 4060,16,2000,SSD SATA,15.6,1357.83,4.1,2.13,24,noir,Windows 11 Famille,Wi‑Fi 7,7,2024,"Système équilibré pour AAA récents; NVIDIA GeForce RTX 4060, stockage 2000 Go SSD SATA, connectivité Wi‑Fi 7.",Canada,CAD,2025-10-06
1299,Portable de gaming,Extrême,Alienware,m16 990-E55-SE,Intel Core i5-13400F,NVIDIA GeForce RTX 4080,32,1000,SSD NVMe,16,2989.83,3.5,2.72,18,blanc,Windows 11 Famille,Wi‑Fi 7,4,2025,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i5-13400F, 32 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1300,Portable de gaming,Milieu de gamme,Alienware,x16 153-E71-SE,Intel Core i5-13400F,AMD Radeon RX 7700 XT,8,4000,SSD NVMe,16,1884.79,4,2.91,38,noir,Windows 11 Famille,Wi‑Fi 6,4,2025,Portable de gaming doté d'un écran fluide et d'une carte graphique AMD Radeon RX 7700 XT; parfait pour l'esport.,Canada,CAD,2025-10-06
1301,Portable de gaming,Extrême,Alienware,x16 148-B44,Intel Core i9-13900KF,NVIDIA GeForce RTX 4080,16,4000,SSD NVMe,15.6,3035.71,4.5,2.37,36,noir/rouge,Windows 11 Pro,Wi‑Fi 6E,4,2024,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
1302,Ordinateur de bureau,Milieu de gamme,Alienware,x16 408-A58-X,Intel Core i7-13700F,NVIDIA GeForce RTX 4060,24,1000,SSD NVMe,0,1555.34,5,17.65,17,argent,Windows 11 Pro,Wi‑Fi 6E,10,2024,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4060; parfait pour l'esport.,Canada,CAD,2025-10-06
1303,Ordinateur de bureau,Haut de gamme,Acer,Predator Helios 723-A52,AMD Ryzen 9 7950X3D,AMD Radeon RX 7700 XT,64,1000,SSD NVMe,0,2463.81,4.5,7.42,8,gris,Windows 11 Pro,Wi‑Fi 6E,8,2024,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 9 7950X3D, 64 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1304,Portable de gaming,Milieu de gamme,Razer,Blade 16 481-E38-Pro,Intel Core i9-13900KF,NVIDIA GeForce RTX 4070,8,512,SSD NVMe,16,1365.37,4.6,2.43,32,argent,Windows 11 Famille,Wi‑Fi 6E,5,2024,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i9-13900KF, 8 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1305,Ordinateur de bureau,Extrême,Lenovo,Legion Pro 818-E17-X,Intel Core i7-13700F,NVIDIA GeForce RTX 4090,16,512,HDD,0,3733.37,4.1,11.37,7,noir/rouge,Windows 11 Famille,Wi‑Fi 6E,7,2023,Portable de gaming doté d'un écran fluide et d'une carte graphique NVIDIA GeForce RTX 4090; parfait pour l'esport.,Canada,CAD,2025-10-06
1306,Portable de gaming,Haut de gamme,Gigabyte,G5 535-C78-X,AMD Ryzen 9 7950X3D,NVIDIA GeForce RTX 4070,48,1000,SSD NVMe,17.3,2389.1,4.3,3.21,11,argent,Windows 11 Pro,Wi‑Fi 6,5,2025,"Ordinateur conçu pour le streaming et le montage vidéo; AMD Ryzen 9 7950X3D, 48 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1307,Ordinateur de bureau,Extrême,Acer,Predator Orion 243-C22-Pro,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4080,32,1000,SSD NVMe,0,3018.14,4.2,19.31,31,gris,Windows 11 Famille,Wi‑Fi 6,6,2025,PC de jeu puissant avec processeur AMD Ryzen 7 7800X3D et NVIDIA GeForce RTX 4080; idéal pour des performances élevées en 1440p.,Canada,CAD,2025-10-06
1308,Portable de gaming,Extrême,Dell,XPS Gaming 194-C67-SE,Intel Core i9-13900KF,NVIDIA GeForce RTX 4090,16,1000,SSD NVMe,16,3670.98,5,2.74,32,blanc,Windows 11 Pro,Wi‑Fi 7,6,2025,"Ordinateur conçu pour le streaming et le montage vidéo; Intel Core i9-13900KF, 16 Go de mémoire et SSD rapide.",Canada,CAD,2025-10-06
1309,Portable de gaming,Extrême,ASUS,ROG G15 464-E48,AMD Ryzen 7 7800X3D,NVIDIA GeForce RTX 4090,16,1000,SSD NVMe,17.3,3542.91,4.6,2.08,56,argent,Windows 11 Pro,Wi‑Fi 6E,4,2025,"Machine robuste au châssis soigné; ventilateurs silencieux, performances stables et mise à niveau facile.",Canada,CAD,2025-10-06
